id,prediction
211972086.01,0
211972837.01,0
212002525.01,1
212009427.01,1
212009427.01,1
212009702.01,1
212010565.01,0
212012387.01,0
212019055.01,0
212020442.01,1
212024647.01,1
212026226.01,0
212037403.01,0
212039539.01,1
212044495.01,1
212048503.01,0
212053988.01,0
212060710.01,0
212060895.01,1
212066805.01,0
212069706.01,0
212071939.01,0
212075294.01,1
212075842.01,1
212082682.01,1
212083250.01,0
212083455.01,0
212085654.01,0
212085740.01,1
212086717.01,0
212109233.01,1
212110007.01,1
212110007.01,0
212115388.01,0
212116340.01,0
212117087.01,0
212154158.01,0
212163353.01,0
212171851.01,1
212175087.01,0
212181307.01,0
212181460.01,1
212182233.01,0
212207194.01,1
212208163.01,0
212210390.01,0
212214592.01,0
212221986.01,1
212225413.01,0
212225806.01,0
212225986.01,1
212228588.01,0
212297394.0,1
212297394.0,0
212297394.0,1
212297394.0,1
212297394.0,0
212297394.0,0
212424622.0,1
212424622.0,1
212499991.0,0
212572452.01,0
212572452.01,0
212587672.0,1
212587672.0,0
212587672.0,1
212587672.0,1
212587672.0,0
212587672.0,1
212587672.0,1
212587672.0,1
212587672.0,0
212624936.0,1
212624936.0,0
212624936.0,0
212628098.01,0
212628098.01,1
212679798.01,0
212737443.0,0
212737443.0,0
212737443.0,1
212737443.0,0
212773272.01,1
212773272.01,0
212773309.01,1
213951550.01,1
213951550.01,1
220356827.01,0
220471100.01,0
220492298.0,0
220554210.0,0
220554210.0,0
220554210.0,0
220674823.0,0
220674823.0,0
220674823.0,1
220674823.0,1
220674823.0,0
220674823.0,0
220674823.0,1
220674823.0,1
220674823.0,0
220674823.0,0
220674823.0,1
220674823.0,1
220674823.0,1
220674823.0,1
220674823.0,0
220674823.0,0
220674823.0,1
220674823.0,0
220674823.0,0
220674823.0,1
220674823.0,1
220674823.0,1
220674823.0,1
228682364.01,0
228729473.01,0
228729473.01,0
228836835.0,1
228836835.0,0
229004835.0,1
229004835.0,1
229004835.0,0
229004835.0,0
246022853.01,0
246048459.01,1
246163416.01,1
246163416.01,1
246851721.0,0
246851721.0,1
246851721.0,0
248847494.0,1
249893012.0,0
249893012.0,1
249893012.0,0
251281013.01,1
251286992.01,1
251292508.01,0
251307609.01,0
251308775.01,1
251314585.01,0
251315031.01,1
251327548.01,1
251330444.01,1
251345848.01,1
251345849.01,0
251347050.01,1
251353301.01,1
251356484.01,0
251356953.01,1
251383916.01,0
251390801.01,1
251393748.01,0
251393916.01,0
251394139.01,0
251404897.01,0
251411166.01,1
251809286.01,1
251809628.01,1
9.0,1
9.0,1
9.0,0
9.0,1
9.0,0
9827.0,1
9827.0,1
9827.0,1
9827.0,0
9827.0,1
9827.0,0
9827.0,0
9827.0,1
9827.0,0
9827.0,0
9827.0,0
9827.0,1
9827.0,0
9827.0,1
9827.0,0
9827.0,0
9827.0,1
9827.0,1
9827.0,1
9827.0,0
9827.0,0
9827.0,1
9827.0,1
9827.0,1
9827.0,1
9827.0,0
-54.0,0
-54.0,0
-54.0,1
-54.0,1
-54.0,0
-54.0,1
-54.0,0
-54.0,0
-54.0,0
-54.0,1
-56.0,1
-56.0,1
-56.0,0
-56.0,0
-56.0,0
-56.0,1
-56.0,0
-56.0,0
-56.0,0
-56.0,0
-56.0,0
-11.0,1
-11.0,1
-11.0,1
-11.0,1
-11.0,1
-11.0,1
-11.0,1
-12.0,1
-12.0,1
-12.0,0
-12.0,1
-12.0,0
-12.0,0
-12.0,0
-36.0,0
-36.0,0
-36.0,1
-36.0,1
-36.0,0
-9.0,1
-9.0,0
-9.0,1
-9.0,1
-9.0,1
-9.0,1
-9.0,0
106315.0,1
106315.0,1
106315.0,0
106315.0,1
106315.0,0
106315.0,1
106315.0,0
106315.0,1
106315.0,1
106315.0,0
106315.0,1
106315.0,1
106315.0,1
106315.0,1
106315.0,0
106315.0,0
106315.0,0
106315.0,1
137496.0,0
137496.0,1
224018.0,1
224018.0,0
224018.0,0
3167.0,0
3167.0,0
3167.0,0
3167.0,1
3167.0,1
3167.0,1
3167.0,0
3167.0,0
3167.0,1
3167.0,1
3167.0,1
3167.0,0
3167.0,0
3167.0,0
3167.0,1
3167.0,1
3167.0,0
3167.0,1
3167.0,1
3167.0,0
3167.0,1
3167.0,0
3167.0,0
3167.0,0
3167.0,0
3167.0,1
3167.0,1
3167.0,1
3167.0,1
3167.0,1
73344.0,0
73344.0,0
73344.0,1
73344.0,0
80653.0,1
80653.0,0
80653.0,1
80653.0,0
89345.0,0
89345.0,0
89345.0,1
89345.0,1
89345.0,0
89345.0,0
116454.0,1
116454.0,0
116454.0,0
116454.0,0
116454.0,1
41378.0,0
41378.0,0
41378.0,1
41378.0,1
41378.0,0
41378.0,0
41378.0,0
41378.0,1
41378.0,0
41378.0,1
41378.0,0
41378.0,1
41378.0,0
41378.0,0
41378.0,1
41378.0,0
41378.0,1
41378.0,1
41378.0,1
41378.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,1
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,1
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,0
2.0,0
2.0,1
2.0,1
2.0,1
2.0,1
2.0,0
2.0,1
